serialnumberofsystemduringyear,basinoforigin,name,date-dd-mm-yyyy,time-utc,latitude-lat,longitude-long,cinoorornot,estimatedcentralpressurehpaorecp,maximumsustainedsurfacewind-kt,pressuredrophpaorealdelta,grade-text
10,ARB,MUKDA,22/9/2006,1500,20.5,66.5,3.0, 992, 45,10,SCS
10,ARB,MUKDA,22/9/2006,1800,20.5,66.5,3.0, 990, 45,10,SCS
10,ARB,MUKDA,22/9/2006,2100,20.5,66.5,3.0, 988, 45,10,SCS
10,ARB,MUKDA,23/9/2006,0000,21.0,67.0,3.0, 988, 45,10,SCS
10,ARB,MUKDA,23/9/2006,0300,21.0,67.0,3.0, 988, 45,10,SCS
10,ARB,MUKDA,23/9/2006,0600,21.0,67.0,3.0, 988, 45,10,SCS
10,ARB,MUKDA,23/9/2006,0900,21.0,67.0,3.0, 988, 45,10,SCS
10,ARB,MUKDA,23/9/2006,1200,21.0,67.0,3.0, 988, 50,10,SCS
10,ARB,MUKDA,23/9/2006,1500,21.0,67.0,3.5, 990, 55,15,SCS
10,ARB,MUKDA,23/9/2006,1800,21.0,67.0,3.5, 992, 50,15,SCS
10,ARB,MUKDA,23/9/2006,2100,21.0,67.0,3.0, 994, 45,10,CS
10,ARB,MUKDA,24/9/2006,0000,21.0,67.0,3.0, 994, 40,10,CS
10,ARB,MUKDA,24/9/2006,0300,21.0,67.0,2.0, 996, 35, 8,CS
10,ARB,MUKDA,24/9/2006,0600,21.0,67.0,2.0,1000, 30, 5,DD
10,ARB,MUKDA,24/9/2006,0900,21.0,67.0,2.0,1002, 30, 5,DD
10,ARB,MUKDA,24/9/2006,1200,21.0,67.0,1.5,1004, 25, 4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER THE SAME AREA ,,,,,,,,,,
,"AROUND MIDNIGHT OF SEPTEMBER 24,2006.",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
11,BOB,,28/9/2006,0900,18.0,89.0,1.5,1002, 25,4,D
11,BOB,,28/9/2006,1200,18.5,88.5,1.5,1002, 25,4,D
11,BOB,,28/9/2006,1500,18.5,88.0,1.5,1002, 25,4,D
11,BOB,,28/9/2006,1800,18.5,87.5,1.5,1002, 25,4,D
11,BOB,,28/9/2006,2100,19.0,87.0,1.5,1002, 25,4,D
11,BOB,,29/9/2006,0000,19.0,86.5,1.5,1002, 25,4,D
11,BOB,,29/9/2006,0300,19.0,86.0,1.5,1002, 25,4,D
11,BOB,,29/9/2006,0600,19.0,85.5,1.5,1002, 25,4,D
11,BOB,,29/9/2006,0900,19.0,85.0,1.5,1002, 25,4,D
,THE DEPRESSION CROSSED THE COAST CLOSE TO GOPALPUR AROUND 1200 UTC.,,,,,,,,,,
11,BOB,,29/9/2006,1200,19.0,84.5,-,1002, 25,4,D
11,BOB,,29/9/2006,1500,19.0,84.5,-,1002, 25,4,D
11,BOB,,29/9/2006,1800,19.0,84.5,-,1002, 25,4,D
11,BOB,,29/9/2006,2100,19.0,84.0,-,1002, 25,4,D
11,BOB,,30/9/2006,0000,19.5,83.5,-,1002, 25,4,D
,THE SYSTEM WEAKENED AS A LOW PRESSURE AREA OVER SOUTH CHHATTISGARH AND ,,,,,,,,,,
,"NEIGHBOURHOOD IN THE MORNING OF SEPTEMBER 30, 2006.",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
12,BOB,OGNI,29/10/2006,0000,14.0,80.5,1.5,1002, 25,4,D
12,BOB,OGNI,29/10/2006,0300,14.5,80.5,1.5,1002, 25,4,D
12,BOB,OGNI,29/10/2006,0600,14.5,80.5,1.5,1002, 25,4,D
12,BOB,OGNI,29/10/2006,0900,15.0,80.5,2.0,1000, 30, 5,DD
12,BOB,OGNI,29/10/2006,1200,15.0,80.5,2.5, 998, 35, 6,CS
12,BOB,OGNI,29/10/2006,1500,15.0,80.5,2.5, 998, 35, 6,CS
12,BOB,OGNI,29/10/2006,1800,15.5,80.5,2.5, 998, 35, 6,CS
12,BOB,OGNI,29/10/2006,2100,15.5,80.5,2.5, 998, 35,6,CS
12,BOB,OGNI,30/10/2006,0000,15.5,80.5,2.5, 998, 35, 6,CS
12,BOB,OGNI,30/10/2006,0300,15.6,80.3,2.5,1000, 35, 6,CS
12,BOB,OGNI,30/10/2006,0600,15.7,80.3,2.0,1002, 30,5,DD
,,,,,,,,CROSSED THE COAST BETWEEN BAPATIA AND ONGOLE AROUND 0700 UTC.,,,
12,BOB,OGNI,30/10/2006,0900,15.8,80.3,-,1004, 25,4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER SOUTH COASTAL ANDHRA PRADESH ,,,,,,,,,,
,"AND NEIGHBOURHOOD AROUND 1200 UTC OF OCTOBER 30, 2006.",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
1,BOB,,3/5/2007,1200,13.5,93.0,1.5,998,25,4,D
1,BOB,,3/5/2007,1500,13.5,93.0,1.5,998,25,4,D
1,BOB,,3/5/2007,1800,13.5,93.5,1.5,998,25,4,D
1,BOB,,3/5/2007,2100,14.0,93.5,1.5,1000,25,4,D
1,BOB,,4/5/2007,0000,14.0,93.5,1.5,1000,25,4,D
1,BOB,,4/5/2007,0300,14.5,93.5,1.5,998,25,4,D
1,BOB,,4/5/2007,0600,15.0,93.5,1.5,998,25,4,D
1,BOB,,4/5/2007,0900,15.0,93.5,1.5,998,25,4,D
1,BOB,,4/5/2007,1200,15.5,93.5,1.5,998,25,4,D
1,BOB,,4/5/2007,1500,15.5,93.5,1.5,998,25,4,D
1,BOB,,4/5/2007,1800,15.5,93.5,1.5,998,25,4,D
1,BOB,,4/5/2007,2100,16.0,94.0,1.5,1000,25,4,D
1,BOB,,5/5/2007,,,,,System crossed Arakan coast near lat.16.3N/,,,
,,,,,,,,, Long 94.5 E between 0100 and 0300UTC of 5 MAY.2007,,
,,,,,,,,,,,
2,BOB,AKASH,13/5/2007,0300,15.0,90.5,1.5,998,25,4,D
2,BOB,AKASH,13/5/2007,0600,15.0,90.5,1.5,998,25,4,D
2,BOB,AKASH,13/5/2007,0900,15.0,90.5,1.5,996,25,4,D
2,BOB,AKASH,13/5/2007,1200,15.5,90.5,1.5,996,25,4,D
2,BOB,AKASH,13/5/2007,1500,15.5,90.5,1.5,996,25,4,D
2,BOB,AKASH,13/5/2007,1800,15.5,90.5,1.5,996,25,4,D
2,BOB,AKASH,13/5/2007,2100,16.0,90.5,2.0,994,30,6,DD
2,BOB,AKASH,14/5/2007,0000,16.0,90.5,2.0,994,30,6,DD
2,BOB,AKASH,14/5/2007,0300,16.5,91.0,2.5,990,35,8,CS
2,BOB,AKASH,14/5/2007,0600,17.0,91.0,3.0,988,45,10,CS
2,BOB,AKASH,14/5/2007,0900,18.0,91.5,3.0,988,45,10,CS
2,BOB,AKASH,14/5/2007,1200,19.0,91.5,3.0,988,45,10,CS
2,BOB,AKASH,14/5/2007,1500,19.5,91.5,3.0,988,45,10,CS
2,BOB,AKASH,14/5/2007,1800,20.0,92.0,3.0,988,45,10,CS
2,BOB,AKASH,14/5/2007,2100,21.0,92.0,3.0,988,45,10,CS
,"Cyclonic storm crossed south Bangladesh coast close to south of Cox's Bazar near lat 21.2N, 92.2E, ",,,,,,,,,,
,"between 2200-2300 UTC of 14 May.  After crossing the coast, the system weakened into a depression",,,,,,,,,,
, at 0000 UTC of 15 May 2007.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,ARB,GONU,1/6/2007,1800,15.0,68.0,1.5,1002,25,4,D
3,ARB,GONU,1/6/2007,2100,15.0,68.0,1.5,1002,25,4,D
3,ARB,GONU,2/6/2007,0000,15.0,68.0,1.5,1002,25,4,D
3,ARB,GONU,2/6/2007,0300,15.0,67.5,2.0,1000,30,5,DD
3,ARB,GONU,2/6/2007,0900,15.0,67.0,2.5,998,35,8,CS
3,ARB,GONU,2/6/2007,1200,15.0,67.0,3.0,992,45,10,CS
3,ARB,GONU,2/6/2007,1500,15.0,67.0,3.0,992,45,10,CS
3,ARB,GONU,2/6/2007,1800,15.0,67.0,3.0,992,45,10,CS
3,ARB,GONU,2/6/2007,2100,15.0,66.5,3.0,992,45,10,CS
3,ARB,GONU,3/6/2007,0000,15.5,66.5,3.5,988,55,16,SCS
3,ARB,GONU,3/6/2007,0300,15.5,66.5,3.5,988,55,16,SCS
3,ARB,GONU,3/6/2007,0600,16.0,66.5,3.5,988,55,16,SCS
3,ARB,GONU,3/6/2007,0900,16.5,66.5,3.5,988,55,16,SCS
3,ARB,GONU,3/6/2007,1200,17.5,66.5,3.5,988,55,16,SCS
3,ARB,GONU,3/6/2007,1500,17.5,66.5,3.5,988,55,16,SCS
3,ARB,GONU,3/6/2007,1800,18.0,66.0,4.0,980,65,22,VSCS
3,ARB,GONU,3/6/2007,2100,18.0,66.0,4.0,980,65,22,VSCS
3,ARB,GONU,4/6/2007,0000,18.5,65.0,4.5,974,77,30,VSCS
3,ARB,GONU,4/6/2007,0300,18.5,65.0,5.0,960,90,40,ESCS
3,ARB,GONU,4/6/2007,0600,19.0,64.5,5.5,952,102,52,ESCS
3,ARB,GONU,4/6/2007,0900,19.5,64.5,6.0,934,115,66,ESCS
3,ARB,GONU,4/6/2007,1200,20.0,64.0,6.0,934,115,66,ESCS
3,ARB,GONU,4/6/2007,1500,20.0,64.0,6.5,920,127,80,SUCS
3,ARB,GONU,4/6/2007,1800,20.5,63.5,6.5,920,127,80,SUCS
3,ARB,GONU,4/6/2007,2100,20.5,63.5,6.0,935,115,66,ESCS
3,ARB,GONU,5/6/2007,0000,20.5,63.0,6.0,936,115,66,ESCS
3,ARB,GONU,5/6/2007,0300,21.0,62.0,6.0,936,115,66,ESCS
3,ARB,GONU,5/6/2007,0600,21.5,61.5,5.5,950,102,52,ESCS
3,ARB,GONU,5/6/2007,0900,21.5,61.0,5.5,950,102,52,ESCS
3,ARB,GONU,5/6/2007,1200,21.5,61.0,5.0,960,90,40,ESCS
3,ARB,GONU,5/6/2007,1500,22.0,61.0,4.5,970,77,30,VSCS
3,ARB,GONU,5/6/2007,1800,22.0,60.5,4.5,970,77,30,VSCS
3,ARB,GONU,5/6/2007,2100,22.5,60.5,4.5,970,77,30,VSCS
3,ARB,GONU,6/6/2007,0000,22.5,59.5,4.5,970,77,30,VSCS
,VSCS crossed northeast Oman coast near Muscat between 0200-0300 UTC of 6 June.,,,,,,,,,,
3,ARB,GONU,6/6/2007,0300,23.0,59.0,4.5,970,77,30,VSCS
3,ARB,GONU,6/6/2007,0600,23.5,59.5,4.5,970,77,30,VSCS
3,ARB,GONU,6/6/2007,0900,23.5,59.5,4.5,970,77,30,VSCS
3,ARB,GONU,6/6/2007,1200,24.0,59.0,4.5,970,77,30,VSCS
3,ARB,GONU,6/6/2007,1500,24.0,59.0,4.5,970,77,30,VSCS
3,ARB,GONU,6/6/2007,1800,24.5,59.0,4.0,978,65,22,VSCS
3,ARB,GONU,6/6/2007,2100,25.0,59.0,3.5,984,55,16,SCS
3,ARB,GONU,7/6/2007,0000,25.0,59.0,3.0,988,45,10,CS
3,ARB,GONU,7/6/2007,0300,25.5,58.5,3.0,988,45,10,CS
,,The cyclonic storm crossed Makaran coast near lat. 58.0 E between 0300 and 0400 UTC of 7June.,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,BOB,,21/6/2007,0300,15.5,86.0,1.5,994,25,4,D
4,BOB,,21/6/2007,0600,15.5,85.0,1.5,992,25,4,D
4,BOB,,21/6/2007,0900,16.0,84.5,1.5,990,25,4,D
4,BOB,,21/6/2007,1200,16.0,84.0,2.0,988,30,5,DD
4,BOB,,21/6/2007,1500,16.0,83.5,2.0,988,30,5,DD
4,BOB,,21/6/2007,1800,16.0,83.0,2.0,988,30,5,DD
4,BOB,,21/6/2007,2100,16.5,82.5,2.0,988,30,5,DD
4,BOB,,22/6/2007,0000,16.5,82.0,2.0,988,30,5,DD
,The system crossed north Andhra Pradesh (north of Machilipatanam) between 0100 and 0300 UTC of 22nd June,,,,,,,,,,
4,BOB,,22/6/2007,0300,16.5,81.0,-,990,30,5,DD
4,BOB,,22/6/2007,0600,16.5,80.0,-,990,30,5,DD
4,BOB,,22/6/2007,0900,16.5,79.0,-,988,30,5,DD
4,BOB,,22/6/2007,1200,17.0,78.5,-,988,30,5,DD
4,BOB,,22/6/2007,1500,17.0,78.0,-,990,30,5,DD
4,BOB,,22/6/2007,1800,17.0,77.5,-,992,30,5,DD
4,BOB,,22/6/2007,2100,17.5,77.0,-,992,30,5,DD
4,BOB,,23/6/2007,0000,17.5,77.0,-,992,30,5,DD
4,BOB,,23/6/2007,0300,18.0,76.0,-,992,25,4,D
4,BOB,,23/6/2007,0600,18.5,75.0,-,990,25,4,D
4,BOB,,23/6/2007,0900,19.0,74.0,-,990,25,4,D
4,BOB,,23/6/2007,1200,,,,,,Well marked low pressure over north Konkan and neighbourhood.,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,ARB,YEMYIN,25/6/2007,0300,23.5,67.5,1.5,992,25,4,D
5,ARB,YEMYIN,25/6/2007,0600,23.5,67.5,1.5,992,25,4,D
5,ARB,YEMYIN,25/6/2007,0900,23.5,67.0,1.5,990,25,4,D
5,ARB,YEMYIN,25/6/2007,1200,23.5,66.5,2.0,988,30,5,DD
5,ARB,YEMYIN,25/6/2007,1500,23.5,66.5,2.0,988,30,5,DD
5,ARB,YEMYIN,25/6/2007,1800,23.5,66.0,2.0,988,30,5,DD
5,ARB,YEMYIN,25/6/2007,2100,23.5,66.0,2.5,986,35,6,CS
5,ARB,YEMYIN,26/6/2007,0000,24.0,65.0,2.5,988,35,6,CS
,Crossed the west coast of Pakistan (near long 64.0 E) between 0200-0300UTC as Cyclonic storm.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,BOB,,28/6/2007,0000,18.5,87.0,1.5,988,25,4,D
6,BOB,,28/6/2007,0300,18.5,87.0,2.0,986,30,5,DD
6,BOB,,28/6/2007,0600,18.5,87.0,2.0,986,30,5,DD
6,BOB,,28/6/2007,0900,19.0,86.5,2.0,986,30,5,DD
6,BOB,,28/6/2007,1200,19.0,86.0,2.0,986,30,5,DD
6,BOB,,28/6/2007,1500,19.0,86.0,2.0,986,30,5,DD
6,BOB,,28/6/2007,1800,19.0,86.0,2.0,986,30,5,DD
6,BOB,,28/6/2007,2100,19.5,86.0,2.0,986,30,5,DD
6,BOB,,29/6/2007,0000,19.5,86.0,2.0,986,30,5,DD
,,,The deep depression crossed the Orissa coast near Puri between 0000 & 0100 UTC,,,,,,,,
6,BOB,,29/6/2007,0300,20.0,86.0,-,988,30,5,DD
6,BOB,,29/6/2007,0600,20.5,85.5,-,988,30,5,DD
6,BOB,,29/6/2007,0900,20.5,85.0,-,988,30,5,DD
6,BOB,,29/6/2007,1200,20.5,84.5,-,988,30,5,DD
6,BOB,,29/6/2007,1500,20.5,84.0,-,988,30,5,DD
6,BOB,,29/6/2007,1800,20.5,83.0,-,988,30,5,DD
6,BOB,,29/6/2007,2100,21.0,82.0,-,990,30,5,DD
6,BOB,,30/6/2007,0000,21.5,81.5,-,990,30,5,DD
6,BOB,,30/6/2007,0300,22.0,81.0,-,992,25,4,D
6,BOB,,30/6/2007,0600,22.0,81.0,-,992,25,4,D
6,BOB,,30/6/2007,0900,22.5,81.0,-,992,25,4,D
6,BOB,,30/6/2007,1200,22.5,80.5,-,992,25,4,D
,The system weakened into a well marked low pressure area over east Madhya Pradesh and ,,,,,,,,,,
,adjoining west Madhya Pradesh & Vidarbha at 0300UTC of 1st July.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,BOB,,4/7/2007,0300,22.0,89.5,1.5,990,25,4,D
7,BOB,,4/7/2007,0600,22.0,89.5,1.5,990,25,4,D
7,BOB,,4/7/2007,0900,22.0,89.5,1.5,992,25,4,D
7,BOB,,4/7/2007,1200,23.0,89.5,-,990,25,4,D
7,BOB,,4/7/2007,1500,23.0,89.5,-,992,25,4,D
7,BOB,,4/7/2007,1800,23.0,89.5,-,990,25,4,D
7,BOB,,4/7/2007,2100,23.0,89.5,-,992,25,4,D
7,BOB,,05/07/2007,0000,23.0,89.5,-,992,25,4,D
7,BOB,,05/07/2007,0300,23.0,88.0,-,992,25,4,D
7,BOB,,05/07/2007,0600,23.0,88.0,-,988,25,4,D
7,BOB,,05/07/2007,0900,23.0,88.0,-,988,25,4,D
7,BOB,,05/07/2007,1200,23.0,88.0,-,988,30,5,DD
7,BOB,,05/07/2007,1500,23.0,88.0,-,988,30,5,DD
7,BOB,,05/07/2007,1800,23.0,88.0,-,988,30,5,DD
7,BOB,,05/07/2007,2100,23.0,88.0,-,988,30,5,DD
7,BOB,,06/07/2007,0000,23.0,88.0,-,988,30,5,DD
7,BOB,,06/07/2007,0300,23.0,87.0,-,988,30,5,DD
7,BOB,,06/07/2007,0600,23.0,87.0,-,988,30,5,DD
7,BOB,,06/07/2007,0900,23.0,87.0,-,988,30,5,DD
7,BOB,,06/07/2007,1200,23.0,86.0,-,988,30,5,DD
7,BOB,,06/07/2007,1500,23.0,86.0,-,988,30,5,DD
7,BOB,,06/07/2007,1800,23.0,86.0,-,988,30,5,DD
7,BOB,,06/07/2007,2100,23.0,86.0,-,988,30,5,DD
7,BOB,,07/07/2007,0000,23.0,86.0,-,988,30,5,DD
7,BOB,,07/07/2007,0300,23.5,83.5,-,990,25,4,D
7,BOB,,07/07/2007,0600,23.5,83.5,-,990,25,4,D
7,BOB,,07/07/2007,0900,23.5,83.5,-,990,25,4,D
7,BOB,,07/07/2007,1200,23.5,82.0,-,990,25,4,D
7,BOB,,07/07/2007,1500,23.5,82.0,-,990,25,4,D
7,BOB,,07/07/2007,1800,23.5,82.0,-,990,25,4,D
7,BOB,,07/07/2007,2100,23.5,82.0,-,990,25,4,D
7,BOB,,08/07/2007,0000,23.5,82.0,-,990,25,4,D
7,BOB,,08/07/2007,0300,23.5,79.0,-,990,25,4,D
7,BOB,,08/07/2007,0600,23.5,79.0,-,990,25,4,D
7,BOB,,08/07/2007,0900,23.5,79.0,-,990,25,4,D
7,BOB,,08/07/2007,1200,24.0,78.0,-,990,25,4,D
7,BOB,,08/07/2007,1500,24.0,78.0,-,990,25,4,D
7,BOB,,08/07/2007,1800,24.0,78.0,-,990,25,4,D
7,BOB,,08/07/2007,2100,24.0,78.0,-,990,25,4,D
7,BOB,,09/07/2007,0000,24.0,78.0,-,990,25,4,D
7,BOB,,09/07/2007,0300,25.0,78.0,-,990,25,4,D
7,BOB,,09/07/2007,0600,25.0,78.0,-,990,25,4,D
7,BOB,,09/07/2007,0900,25.0,78.0,-,990,25,4,D
,The system weakened into a well marked low pressure area over southeast Rajasthan and ,,,,,,,,,,
,adjoining northwest Madhya Pradesh at 1200 UTC of 9 July.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,BOB,,05/08/2007,0000,20.0,88.5,1.5,992,25,4,D
8,BOB,,05/08/2007,0300,20.0,88.5,1.5,992,25,4,D
8,BOB,,05/08/2007,0600,20.0,88.5,1.5,992,25,4,D
8,BOB,,05/08/2007,0900,20.0,88.5,1.5,990,25,4,D
8,BOB,,05/08/2007,1200,20.0,88.0,1.5,990,25,4,D
8,BOB,,05/08/2007,1500,20.0,88.5,1.5,990,25,4,D
8,BOB,,05/08/2007,1800,20.0,87.5,2.0,988,30,5,DD
8,BOB,,05/08/2007,2100,20.5,87.5,2.0,984,30,5,DD
8,BOB,,06/08/2007,0000,20.5,87.0,2.0,988,30,5,DD
8,BOB,"Crossed Orissa coast between Chandbali and Paradip between 0100 & 0200 UTC of 6 Augast,2007",,,,,,,,,
8,BOB,,06/08/2007,0300,20.5,86.0,-,990,30,5,DD
8,BOB,,06/08/2007,0600,20.5,85.0,-,992,30,5,DD
8,BOB,,06/08/2007,0900,20.5,84.5,-,990,30,5,DD
8,BOB,,06/08/2007,1200,20.5,84.5,-,990,30,5,DD
8,BOB,,06/08/2007,1500,20.5,84.5,-,992,30,5,DD
8,BOB,,06/08/2007,1800,20.5,84.0,-,992,30,5,DD
8,BOB,,06/08/2007,2100,20.5,83.0,-,990,30,5,DD
8,BOB,,07/08/2007,0000,21.0,82.5,-,990,30,5,DD
8,BOB,,07/08/2007,0300,21.0,82.0,-,992,25,4,D
8,BOB,,07/08/2007,0600,22.0,81.0,-,992,25,4,D
8,BOB,,07/08/2007,0900,22.5,80.5,-,992,25,4,D
8,BOB,,07/08/2007,1200,Weakened into a well marked low pressure area over central ,,,,,,
,,,,,Madhya Pradesh  and adjoining area at 1200 UTC of 7 August,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
11,ARB,,27/10/2007,1800,10.5,66.5,1.5,1006,25,4.0,D
11,ARB,,27/10/2007,2100,10.5,66.5,1.5,1006,25,4.0,D
11,ARB,,28/10/2007,0000,10.5,66.5,1.5,1006,25,4.0,D
11,ARB,,28/10/2007,0300,10.5,66.5,2.0,1004,30,5.0,DD
11,ARB,,28/10/2007,0900,11.5,66.0,2.0,1004,30,5.0,DD
11,ARB,,28/10/2007,1200,11.5,66.0,2.0,1004,30,5.0,DD
11,ARB,,28/10/2007,1500,11.5,66.0,2.0,1004,30,5.0,DD
11,ARB,,28/10/2007,1800,11.5,66.0,2.0,1004,30,5.0,DD
11,ARB,,28/10/2007,2100,11.5,66.0,2.0,1004,30,5.0,DD
11,ARB,,29/10/2007,0000,11.5,65.5,2.0,1004,30,5.0,DD
11,ARB,,29/10/2007,0300,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,29/10/2007,0600,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,29/10/2007,0900,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,29/10/2007,1200,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,29/10/2007,1500,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,29/10/2007,1800,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,29/10/2007,2100,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,0000,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,0300,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,0600,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,0900,11.5,65.5,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,1200,11.5,65.0,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,1500,11.5,64.5,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,1800,11.5,64.5,2.0,1002,30,5.0,DD
11,ARB,,30/10/2007,2100,11.5,64.5,2.0,1002,30,5.0,DD
11,ARB,,31/10/2007,0000,11.5,64.5,2.0,1000,30,5.0,DD
11,ARB,,31/10/2007,0300,11.5,64.0,2.0,1000,30,5.0,DD
11,ARB,,31/10/2007,0600,11.5,64.0,2.0,1000,30,5.0,DD
11,ARB,,31/10/2007,0900,11.5,63.5,2.0,1002,30,5.0,DD
11,ARB,,31/10/2007,1200,12.0,63.0,2.0,1002,30,5.0,DD
11,ARB,,31/10/2007,1500,12.0,63.0,2.0,1002,30,5.0,DD
11,ARB,,31/10/2007,1800,12.5,62.5,2.0,1002,30,5.0,DD
11,ARB,,31/10/2007,2100,12.0,62.0,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,0000,13.5,61.5,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,0300,14.0,60.5,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,0600,14.0,60.0,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,0900,14.0,59.5,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,1200,14.5,58.5,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,1500,14.5,58.0,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,1800,14.5,57.5,2.0,1002,30,5.0,DD
11,ARB,,11/1/2007,2100,14.5,57.0,2.0,1002,30,5.0,DD
11,ARB,,11/2/2007,0000,14.5,57.0,2.0,1002,30,5.0,DD
11,ARB,,11/2/2007,0300,14.5,56.5,1.5,1004,25,4.0,D
11,ARB,,11/2/2007,0600,14.5,56.5,1.5,1004,25,4.0,D
11,ARB,,11/2/2007,0900,15.0,56.0,1.5,1004,25,4.0,D
,,The system weakened into a well marked low pressure area over westcentral and ,,,,,,,,,
,,,adjoining southwest Arabian Sea,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,BOB,SIDR,11/11/2007,0900,10.0,92.0,1.5,1004,25,4.0,D
9,BOB,SIDR,11/11/2007,1200,10.0,92.0,1.5,1004,25,4.0,D
9,BOB,SIDR,11/11/2007,1500,10.0,92.0,1.5,1004,25,4.0,D
9,BOB,SIDR,11/11/2007,1800,10.5,91.5,2.0,1002,30,5.0,DD
9,BOB,SIDR,11/11/2007,2100,10.5,91.5,2.0,1002,30,5.0,DD
9,BOB,SIDR,12/11/2007,0000,10.5,91.5,2.0,1002,30,5,DD
9,BOB,SIDR,12/11/2007,0300,10.5,91.0,2.5,1002,35,6,CS
9,BOB,SIDR,12/11/2007,0600,11.0,90.5,3.0,998,40,10,CS
9,BOB,SIDR,12/11/2007,0900,11.0,90.5,3.0,996,45,12,CS
9,BOB,SIDR,12/11/2007,1200,11.5,90.0,3.5,992,55,16,SCS
9,BOB,SIDR,12/11/2007,1500,11.5,90.0,3.5,992,55,16,SCS
9,BOB,SIDR,12/11/2007,1800,11.5,90.0,4.0,986,65,20,VSCS
9,BOB,SIDR,12/11/2007,2100,11.5,90.0,4.5,980,80,29,VSCS
9,BOB,SIDR,13/11/2007,0000,12.0,89.5,5.0,968,90,40,ESCS
9,BOB,SIDR,13/11/2007,0300,12.0,89.5,5.0,968,90,40,ESCS
9,BOB,SIDR,13/11/2007,0600,12.0,89.5,5.0,968,90,40,ESCS
9,BOB,SIDR,13/11/2007,0900,13.0,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,13/11/2007,1200,13.0,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,13/11/2007,1500,13.0,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,13/11/2007,1800,13.5,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,13/11/2007,2100,14.0,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,14/11/2007,0000,14.5,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,14/11/2007,0300,14.5,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,14/11/2007,0600,15.0,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,14/11/2007,0900,15.5,89.5,5.0,964,90,40,ESCS
9,BOB,SIDR,14/11/2007,1200,16.0,89.0,5.0,964,90,40,ESCS
9,BOB,SIDR,14/11/2007,1500,16.0,89.0,5.0,964,90,40,ESCS
9,BOB,SIDR,14/11/2007,1800,16.5,89.0,5.5,956,105,55,ESCS
9,BOB,SIDR,14/11/2007,2100,17.0,89.0,5.5,956,105,55,ESCS
9,BOB,SIDR,15/11/2007,0000,17.5,89.0,5.5,956,105,55,ESCS
9,BOB,SIDR,15/11/2007,0300,18.0,89.0,6.0,944,115,66,ESCS
9,BOB,SIDR,15/11/2007,0600,19.5,89.0,6.0,944,115,66,ESCS
9,BOB,SIDR,15/11/2007,0900,20.0,89.0,6.0,944,115,66,ESCS
9,BOB,SIDR,15/11/2007,1200,21.0,89.0,6.0,944,115,66,ESCS
9,BOB,SIDR,15/11/2007,1500,21.5,89.5,6.0,944,115,66,ESCS
