serialnumberofsystemduringyear,basinoforigin,name,date-dd-mm-yyyy,time-utc,latitude-lat,longitude-long,cinoorornot,estimatedcentralpressurehpaorecp,maximumsustainedsurfacewind-kt,pressuredrophpaorealdelta,grade-text
,SOUTHWEST BAYOF BENGAL AT 020600 UTC,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
11,BOB,FANOOS,6/12/2005,0300,10.5,89.5,1.5,1006, 25, 4,D
11,BOB,FANOOS,6/12/2005,0600,10.5,89.5,1.5,1004, 25, 4,D
11,BOB,FANOOS,6/12/2005,0900,11.0,89.0,2.0,1004, 30, 5,DD
11,BOB,FANOOS,6/12/2005,1200,11.0,89.0,2.0,1004, 30, 5,DD
11,BOB,FANOOS,6/12/2005,1500,11.0,89.0,2.0,1004, 30, 5,DD
11,BOB,FANOOS,6/12/2005,1800,11.0,88.5,2.0,1004, 30, 5,DD
11,BOB,FANOOS,6/12/2005,2100,11.0,88.5,2.0,1004, 30, 5,DD
11,BOB,FANOOS,7/12/2005,0000,11.0,88.5,2.0,1002, 30, 5,DD
11,BOB,FANOOS,7/12/2005,0300,11.0,87.5,2.5,1000, 35, 6,CS
11,BOB,FANOOS,7/12/2005,0600,11.0,87.0,3.0,1000, 40, 8,CS
11,BOB,FANOOS,7/12/2005,0900,11.0,86.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,7/12/2005,1200,11.0,86.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,7/12/2005,1500,11.0,86.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,7/12/2005,1800,11.0,86.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,7/12/2005,2100,11.0,86.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,0000,11.0,86.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,0300,10.5,86.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,0600,10.5,85.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,0900,10.5,85.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,1200,10.5,84.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,1500,10.5,84.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,1800,10.5,84.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,8/12/2005,2100,10.5,84.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,9/12/2005,0000,10.5,83.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,9/12/2005,0300,10.5,83.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,9/12/2005,0600,10.5,83.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,9/12/2005,0900,10.5,82.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,9/12/2005,1200,10.5,82.0,3.0, 998, 45,10,CS
11,BOB,FANOOS,9/12/2005,1500,10.5,81.5,3.0, 998, 45,10,CS
11,BOB,FANOOS,9/12/2005,1800,10.5,81.5,2.5,1000, 35, 6,CS
11,BOB,FANOOS,9/12/2005,2100,10.5,81.0,2.5,1000, 35, 6,CS
11,BOB,FANOOS,10/12/2005,0000,CLOSE TO VEDARANYAM (43349),,,,,,DD
10,BOB,FANOOS,10/12/2005,0300,10.4,79.8,-,1001,30,5,DD
11,BOB,FANOOS,10/12/2005,0600,10.5,79.5,-,1002,25,4,D
11,BOB,FANOOS,10/12/2005,0900,10.5,79.5,-,1003,20,3,D
11,BOB,FANOOS,10/12/2005,1200,10.5,79.5,-,1003,20,3,D
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
12,BOB,,15/12/2005,1200, 8.0,87.0,1.5,1006, 25, 4,D
12,BOB,,15/12/2005,1500, 8.0,87.0,1.5,1004, 25, 4,D
12,BOB,,15/12/2005,1800, 8.0,87.0,1.5,1004, 25, 4,D
12,BOB,,15/12/2005,2100, 8.0,87.0,1.5,1004, 25, 4,D
12,BOB,,16/12/2005,0000, 8.0,87.0,1.5,1004, 25, 4,D
12,BOB,,16/12/2005,0300, 8.0,85.0,1.5,1002, 25, 4,D
12,BOB,,16/12/2005,0600, 8.0,85.0,1.5,1002, 25, 4,D
12,BOB,,16/12/2005,0900, 8.0,84.5,1.5,1002, 25, 4,D
12,BOB,,16/12/2005,1200, 8.0,84.5,1.5,1002, 25, 4,D
12,BOB,,16/12/2005,1500, 8.0,84.5,1.5,1002, 25, 4,D
12,BOB,,16/12/2005,1800, 8.0,84.5,1.5,1002, 25, 4,D
12,BOB,,16/12/2005,2100, 8.0,84.5,1.5,1002, 25, 4,D
12,BOB,,17/12/2005,0000, 8.0,84.0,1.5,1002, 25, 4,D
12,BOB,,17/12/2005,0300, 8.0,84.0,2.0,1000, 30, 5,DD
12,BOB,,17/12/2005,0600, 8.0,84.0,2.0,1000, 30, 5,DD
12,BOB,,17/12/2005,0900, 8.5,83.5,2.0,1000, 30, 5,DD
12,BOB,,17/12/2005,1200, 8.5,83.5,2.0,1000, 30, 5,DD
12,BOB,,17/12/2005,1500, 8.5,83.5,2.0,1000, 30, 5,DD
12,BOB,,17/12/2005,1800, 9.0,83.0,2.0,1000, 30, 5,DD
12,BOB,,17/12/2005,2100, 9.0,83.0,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,0000, 9.5,83.0,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,0300,10.0,83.0,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,0600,10.0,83.0,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,0900,10.5,82.5,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,1200,10.5,82.5,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,1500,10.5,82.5,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,1800,11.0,82.5,2.0,1000, 30, 5,DD
12,BOB,,18/12/2005,2100,11.0,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,0000,11.0,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,0300,11.0,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,0600,11.0,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,0900,11.0,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,1200,11.0,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,1500,11.5,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,1800,11.5,82.5,2.0,1000, 30, 5,DD
12,BOB,,19/12/2005,2100,11.5,82.5,2.0,1000, 30, 5,DD
12,BOB,,20/12/2005,0000,11.5,83.0,2.0,1000, 30, 5,DD
12,BOB,,20/12/2005,0300,11.5,83.5,2.0,1000, 30, 5,DD
12,BOB,,20/12/2005,0600,11.5,84.0,1.5,1002, 25, 4,D
12,BOB,,20/12/2005,0900,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,20/12/2005,1200,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,20/12/2005,1500,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,20/12/2005,1800,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,20/12/2005,2100,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,0000,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,0300,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,0600,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,0900,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,1200,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,1500,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,1800,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,21/12/2005,2100,12.0,84.5,1.5,1002, 25, 4,D
12,BOB,,22/12/2005,0000,12.0,84.5,1.5,1002, 25, 4,D
,THE SYSTEM WEAKENED INTO A WELL MARKED LOW PRESSURE AREA AND LAY OVER ,,,,,,,,,,
,SOUTHWEST AND ADJOININ CENTRAL BAY OF BENGAL AT 220300 UTC,,,,,,,,,,
,,,,,,,,,,,
1,ARB,,13/1/2006,1200, 5.0,77.0,1.5,1006, 25, 4,D
1,ARB,,14/1/2006,0000, 5.0,76.0,1.5,1006, 25, 4,D
1,ARB,,14/1/2006,0300, 5.0,75.5,2.0,1006, 30, 4,DD
1,ARB,,14/1/2006,0600, 7.0,74.0,2.0,1006, 30, 4,DD
1,ARB,,14/1/2006,0900, 7.0,73.5,2.0,1004, 30, 4,DD
1,ARB,,14/1/2006,1200, 7.0,73.0,2.0,1004, 25, 4,D
1,ARB,,14/1/2006,1500, 7.0,72.5,1.5,1004, 25, 4,D
1,ARB,,14/1/2006,1800, 7.0,72.5,1.5,1004, 25, 4,D
1,ARB,,14/1/2006,2100, 7.0,72.0,1.5,1006, 25, 4,D
,THE SYSTEM WEAKENED INTO A WELL-MARKED LOW PRESSURE AREA AROUND ,,,,,,,,,,
,0000 UTC OF 15 JANUARY 2006.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
2,BOB,MALA,25/4/2006,0300, 9.5,90.5,1.5, 996, 25, 4,D
2,BOB,MALA,25/4/2006,0600, 9.5,90.5,1.5, 996, 25, 4,D
2,BOB,MALA,25/4/2006,0900, 9.5,90.0,2.0, 996, 30, 4,DD
2,BOB,MALA,25/4/2006,1200,10.0,89.5,2.5, 996, 35, 5,CS
2,BOB,MALA,25/4/2006,1500,10.0,89.5,2.5, 996, 35, 5,CS
2,BOB,MALA,25/4/2006,1800,10.0,89.5,2.5, 996, 35, 5,CS
2,BOB,MALA,25/4/2006,2100,10.0,89.5,2.5, 996, 35, 5,CS
2,BOB,MALA,26/4/2006,0000,10.5,89.0,3.0, 994, 45, 6,CS
2,BOB,MALA,26/4/2006,0300,10.5,89.0,3.0, 994, 45, 6,CS
2,BOB,MALA,26/4/2006,0600,11.0,89.0,3.0, 994, 45, 6,CS
2,BOB,MALA,26/4/2006,0900,11.0,89.5,3.0, 994, 45, 6,CS
2,BOB,MALA,26/4/2006,1200,11.5,90.0,3.0, 994, 45, 6,CS
2,BOB,MALA,26/4/2006,1500,12.0,90.5,3.0, 994, 45, 6,CS
2,BOB,MALA,26/4/2006,1800,12.0,90.5,3.0, 994, 45, 6,CS
2,BOB,MALA,26/4/2006,2100,12.0,90.5,3.0, 994, 45, 6,CS
2,BOB,MALA,27/4/2006,0000,12.0,90.5,3.0, 994, 45, 6,CS
2,BOB,MALA,27/4/2006,0300,12.5,90.5,3.5, 990, 55, 8,SCS
2,BOB,MALA,27/4/2006,0600,12.5,90.5,3.5, 990, 55,10,SCS
2,BOB,MALA,27/4/2006,0900,12.5,90.5,3.5, 990, 55,10,SCS
2,BOB,MALA,27/4/2006,1200,13.0,90.5,4.0, 984, 65,14,VSCS
2,BOB,MALA,27/4/2006,1500,13.0,90.5,4.0, 984, 65,20,VSCS
2,BOB,MALA,27/4/2006,1800,13.0,90.5,4.0, 984, 65,22,VSCS
2,BOB,MALA,27/4/2006,2100,13.5,90.5,4.0, 984, 65,22,VSCS
2,BOB,MALA,28/4/2006,0000,14.0,91.0,4.0, 984, 65,22,VSCS
2,BOB,MALA,28/4/2006,0300,14.5,91.5,4.5, 976, 80,30,VSCS
2,BOB,MALA,28/4/2006,0600,15.0,92.0,5.0, 964, 90,40,ESCS
2,BOB,MALA,28/4/2006,0900,15.3,92.3,5.5, 954,100,52,ESCS
2,BOB,MALA,28/4/2006,1200,15.5,92.5,5.5, 954,100,52,ESCS
2,BOB,MALA,28/4/2006,1500,16.0,93.0,5.5, 954,100,52,ESCS
2,BOB,MALA,28/4/2006,1800,16.0,93.0,5.5, 954,100,52,ESCS
2,BOB,MALA,28/4/2006,2100,16.5,93.5,5.5, 954,100,52,ESCS
2,BOB,MALA,29/4/2006,0000,16.5,93.5,5.5, 954,100,52,ESCS
2,BOB,MALA,29/4/2006,0300,17.0,94.0,5.5, 954,100,52,ESCS
2,BOB,MALA,29/4/2006,0600,17.5,94.5,5.0, 966, 90,40,ESCS
,THE VERY SEVERE CYCLONIC STORM CROSSED ARAKAN COAST ABOUT 100 KMS ,,,,,,,,,,
,SOUTH OF SANDOWAY(48080) AROUND 0700 UTC.,,,,,,,,,,
2,BOB,MALA,29/4/2006,0900,18.0,95.0,-,-,-,-,SCS
2,BOB,MALA,29/4/2006,1200,18.5,95.5,-,-,-,-,SCS
2,BOB,MALA,29/4/2006,1500,18.5,95.5,-,-,-,-,SCS
2,BOB,MALA,29/4/2006,1800,19.0,96.0,-,-,-,-,CS
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
3,BOB,,2/7/2006,0000,20.0,89.5,1.5, 990, 25,4,D
3,BOB,,2/7/2006,0300,20.5,89.0,2.0, 988, 30, 5,DD
3,BOB,,2/7/2006,0600,20.5,89.0,2.0, 988, 30, 5,DD
3,BOB,,2/7/2006,0900,20.5,88.5,2.0, 988, 30, 5,DD
3,BOB,,2/7/2006,1200,20.5,88.0,2.0, 988, 30, 5,DD
,,,,,,,,The sysytem  crossed  the Orissa coast between Paradip and Chandbali around 1500 UTC,,,
3,BOB,,2/7/2006,1500,20.5,87.0,2.0, 982, 30, 5,DD
3,BOB,,2/7/2006,1800,20.5,86.0,-, 982, 30, 5,DD
3,BOB,,2/7/2006,2100,20.5,86.0,-, 982, 30, 5,DD
3,BOB,,3/7/2006,0000,20.5,85.5,-, 982, 30, 5,DD
3,BOB,,3/7/2006,0300,20.5,85.5,-, 982, 30, 5,DD
3,BOB,,3/7/2006,0600,20.5,85.5,-, 982, 30, 5,DD
3,BOB,,3/7/2006,0900,21.0,84.5,-, 982, 30, 5,DD
3,BOB,,3/7/2006,1200,21.0,84.0,-, 982, 30, 5,DD
3,BOB,,3/7/2006,1500,21.0,83.5,-, 982, 30, 5,DD
3,BOB,,3/7/2006,1800,21.0,83.0,-, 982, 30, 5,DD
3,BOB,,3/7/2006,2100,21.0,82.5,-, 982, 30, 5,DD
3,BOB,,4/7/2006,0000,21.0,82.0,-, 982, 30, 5,DD
3,BOB,,4/7/2006,0300,21.5,81.5,-, 984, 30, 5,DD
3,BOB,,4/7/2006,0600,21.5,81.0,-, 986, 30, 5,DD
3,BOB,,4/7/2006,0900,21.5,80.0,-, 988, 25,4,D
3,BOB,,4/7/2006,1200,21.5,79.5,-, 990, 25,4,D
3,BOB,,4/7/2006,1500,21.5,79.0,-, 990, 25,4,D
3,BOB,,4/7/2006,1800,21.5,78.5,-, 990, 25,4,D
3,BOB,,4/7/2006,2100,21.5,78.0,-, 990, 25,4,D
3,BOB,,5/7/2006,0000,21.5,78.0,-, 990, 25,4,D
3,BOB,,5/7/2006,0300,22.0,77.5,-, 990, 25,4,D
3,BOB,,5/7/2006,0600,22.0,77.5,-, 990, 25,4,D
,THE SYSTEM WEAKENED INTO A WELL-MARKED LOW PRESSURE AREA OVER WEST ,,,,,,,,,,
,MADHYA PRADESH AND ADJOINING SOUTHEAST RAJASTHAN AROUND 0900 UTC OF 5 JULY 2006.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
4,BOB,,2/8/2006,0300,20.5,87.5,1.5, 990, 25,4,D
4,BOB,,2/8/2006,0600,20.5,87.5,1.5, 990, 25,4,D
4,BOB,,2/8/2006,0900,20.0,87.0,2.0, 988, 30, 5,DD
4,BOB,,2/8/2006,1200,20.0,86.5,2.0, 986, 30, 5,DD
4,BOB,,2/8/2006,1500,20.0,86.5,2.0, 986, 30, 5,DD
4,BOB,,2/8/2006,1800,20.0,86.0,2.0, 986, 30, 5,DD
4,BOB,,2/8/2006,2100,20.0,85.5,2.0, 986, 30, 5,DD
4,BOB,,3/8/2006,0000,NEAR PURI,,2.0, 986, 30, 5,DD
,NEAR PURI. THE SYSTEM CROSSED THE SOUTH ORISSA COAST BETWEEN ,,,,,,,,,,
,PURI AND GOPALPUR AROUND 0300 UTC.,,,,,,,,,,
4,BOB,,3/8/2006,0300,19.5,85.0,-, 986, 30, 5,DD
4,BOB,,3/8/2006,0600,19.5,85.0,-, 986, 30, 5,DD
4,BOB,,3/8/2006,0900,19.5,84.5,-, 986, 30, 5,DD
4,BOB,,3/8/2006,1200,19.5,84.0,-, 986, 30, 5,DD
4,BOB,,3/8/2006,1500,19.5,84.0,-, 986, 30, 5,DD
4,BOB,,3/8/2006,1800,19.5,83.5,-, 986, 30, 5,DD
4,BOB,,3/8/2006,2100,19.5,83.0,-, 986, 30, 5,DD
4,BOB,,4/8/2006,0000,19.5,83.0,-, 986, 30, 5,DD
4,BOB,,4/8/2006,0300,20.0,82.5,-, 986, 30, 5,DD
4,BOB,,4/8/2006,0600,20.0,82.5,-, 986, 30, 5,DD
4,BOB,,4/8/2006,0900,20.5,82.0,-, 990, 25,4,D
4,BOB,,4/8/2006,1200,21.0,81.0,-, 990, 25,4,D
4,BOB,,4/8/2006,1500,21.0,81.0,-, 990, 25,4,D
4,BOB,,4/8/2006,1800,21.0,81.0,-, 990, 25,4,D
4,BOB,,4/8/2006,2100,21.0,81.0,-, 990, 25,4,D
4,BOB,,5/8/2006,0000,21.0,80.5,-, 990, 25,4,D
4,BOB,,5/8/2006,0300,21.0,80.0,-, 990, 25,4,D
4,BOB,,5/8/2006,0600,21.0,79.5,-, 990, 25,4,D
4,BOB,,5/8/2006,0900,21.0,79.5,-, 990, 25,4,D
,THE SYSTEM WEAKENED INTO A WELL-MARKED LOW PRESSURE AREA OVER VIDARBHA ,,,,,,,,,,
,AND ADJOINING WOUTHEAST MADHYA PRADESH AT AROUND 1200 UTC OF 5 AUGUST 2006.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
5,BOB,,12/8/2006,0300,21.0,88.0,1.5, 992, 25,4,D
5,BOB,,12/8/2006,0600,21.0,88.0,1.5, 992, 25,4,D
5,BOB,,12/8/2006,0900,21.0,87.5,1.5, 992, 25,4,D
5,BOB,,12/8/2006,1200,21.0,87.5,1.5, 992, 25,4,D
,THE SYSTEM CROSSED THE ORISSA COAST NEAR BALASORE AROUND 1500 UTC.,,,,,,,,,,
5,BOB,,12/8/2006,1500,22.0,86.5,-, 992, 25,4,D
5,BOB,,12/8/2006,1800,22.0,85.0,-, 992, 25,4,D
5,BOB,,12/8/2006,2100,22.0,83.5,-, 992, 25,4,D
5,BOB,,13/8/2006,0000,22.0,82.5,-, 992, 25,4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER CHHATTISGARH AND ,,,,,,,,,,
,NEIGHBOURHOOD AROUND 0300 UTC OF 13 AUGUST 2006.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
6,BOB,,16/8/2006,0300,20.5,88.0,1.5, 990, 25,4,D
6,BOB,,16/8/2006,0600,20.5,87.5,1.5, 990, 25,4,D
6,BOB,,16/8/2006,0900,20.5,87.5,1.5, 990, 25,4,D
6,BOB,,16/8/2006,1200,20.5,87.0,1.5, 990, 25,4,D
,THE SYSTEM CROSSED THE NORTH ORISSA COAST NEAR CHANDBALI AROUND 1400 UTC.,,,,,,,,,,
6,BOB,,16/8/2006,1500,20.5,86.5,-, 988, 25,4,D
6,BOB,,16/8/2006,1800,20.5,86.0,-, 988, 25,4,D
6,BOB,,16/8/2006,2100,21.0,85.0,-, 988, 25,4,D
6,BOB,,17/8/2006,0000,21.5,84.5,-, 988, 25,4,D
6,BOB,,17/8/2006,0300,22.0,83.5,-, 988, 25,4,D
6,BOB,,17/8/2006,0600,22.0,83.5,-, 988, 25,4,D
6,BOB,,17/8/2006,0900,22.5,83.0,-, 988, 25,4,D
6,BOB,,17/8/2006,1200,22.5,81.0,-, 988, 25,4,D
6,BOB,,17/8/2006,1500,22.5,81.0,-, 988, 25,4,D
6,BOB,,17/8/2006,1800,22.5,80.5,-, 988, 25,4,D
6,BOB,,17/8/2006,2100,22.5,80.0,-, 988, 25,4,D
6,BOB,,18/8/2006,0000,22.5,79.0,-, 990, 25,4,D
6,BOB,,18/8/2006,0300,23.0,78.0,-, 992, 25,4,D
6,BOB,,18/8/2006,0600,23.0,77.5,-, 994, 25,4,D
6,BOB,,18/8/2006,0900,23.5,77.0,-, 994, 25,4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER NORTHWEST MADHYA PRADESH ,,,,,,,,,,
,AND ADJOINING EAST RAJASTHAN AROUND 1200 UTC OF 18 AUGUST 2006.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7,BOB,,29/8/2006,0300,20.5,87.5,1.5, 992, 25,4,D
7,BOB,,29/8/2006,0600,20.5,86.5,1.5, 992, 25,4,D
,THE SYSTEM CROSSED THE NORTH ORISSA COAST NEAR PARADIP AROUND NOON.,,,,,,,,,,
7,BOB,,29/8/2006,0900,21.0,85.0,1.5, 990, 25,4,D
7,BOB,,29/8/2006,1200,21.0,84.5,-, 990, 25,4,D
7,BOB,,29/8/2006,1500,21.0,84.5,-, 990, 25,4,D
7,BOB,,29/8/2006,1800,21.0,84.0,-, 990, 25,4,D
7,BOB,,29/8/2006,2100,21.0,83.5,-, 990, 25,4,D
7,BOB,,30/8/2006,0000,21.0,83.0,-, 992, 25,4,D
7,BOB,,30/8/2006,0300,22.0,83.0,-, 992, 25,4,D
7,BOB,,30/8/2006,0600,22.5,82.5,-, 992, 25,4,D
7,BOB,,30/8/2006,0900,22.5,81.5,-, 992, 25,4,D
7,BOB,,30/8/2006,1200,22.5,81.0,-, 992, 25,4,D
7,BOB,,30/8/2006,1500,22.5,81.0,-, 992, 25,4,D
7,BOB,,30/8/2006,1800,22.5,81.0,-, 992, 25,4,D
7,BOB,,30/8/2006,2100,22.5,80.5,-, 992, 25,4,D
7,BOB,,31/8/2006,0000,23.0,80.0,-, 994, 25,4,D
7,BOB,,31/8/2006,0300,23.5,79.0,-, 994, 25,4,D
7,BOB,,31/8/2006,0600,24.0,78.0,-, 994, 25,4,D
7,BOB,,31/8/2006,0900,24.0,78.0,-, 994, 25,4,D
7,BOB,,31/8/2006,1200,24.0,78.0,-, 994, 25,4,D
7,BOB,,31/8/2006,1500,24.0,78.0,-, 994, 25,4,D
7,BOB,,31/8/2006,1800,24.5,77.5,-, 994, 25,4,D
7,BOB,,31/8/2006,2100,25.0,77.0,-, 994, 25,4,D
7,BOB,,1/9/2006,0000,25.5,77.0,-, 994, 25,4,D
7,BOB,,1/9/2006,0300,26.0,76.5,-, 994, 25,4,D
7,BOB,,1/9/2006,0600,26.0,76.5,-, 994, 25,4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER WEST MADHYA PRADESH AND,,,,,,,,,,
, ADJOINING EAST RAJASTHAN AROUND 1200 UTC OF 1 SEPTEMBER 2006.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
8,BOB,,3/9/2006,0300,20.0,90.0,1.5,994, 25,4,D
8,BOB,,3/9/2006,0600,20.5,89.5,1.5,994, 25,4,D
8,BOB,,3/9/2006,0900,20.6,89.0,1.5,994, 25,4,D
8,BOB,,3/9/2006,1200,20.5,88.5,1.5, 992, 25,4,D
8,BOB,,3/9/2006,1500,20.5,88.0,1.5, 992, 25,4,D
8,BOB,,3/9/2006,1800,20.5,87.5,1.5, 992, 25,4,D
8,BOB,,3/9/2006,2100,20.5,87.5,1.5, 992, 25,4,D
8,BOB,,4/9/2006,0000,21.0,87.0,1.5, 992, 25,4,D
,THE DEPRESSION CROSSED THE NORTH ORISSA COAST NEAR CHANDBALI AROUND 0100 UTC,,,,,,,,,,
8,BOB,,4/9/2006,0300,21.0,86.5,-, 992, 25,4,D
8,BOB,,4/9/2006,0600,21.5,85.5,-, 992, 25,4,D
8,BOB,,4/9/2006,0900,21.5,85.0,-, 992, 25,4,D
8,BOB,,4/9/2006,1200,22.0,84.5,-, 992, 25,4,D
8,BOB,,4/9/2006,1500,22.0,84.5,-, 992, 25,4,D
8,BOB,,4/9/2006,1800,22.0,84.5,-, 992, 25,4,D
8,BOB,,4/9/2006,2100,22.0,84.5,-, 994, 25,4,D
,THE SYSTEM WEAKENED INTO A LOW PRESSURE AREA OVER CHHATTISGARH AND ADJOINING,,,,,,,,,,
," EAST MADHYA PRADESH AT AROUND 0000 UTC OF 5 SEPTEMBER, BUT AS A LOW PRESSURE AREA ",,,,,,,,,,
,IT MOVE UP TO SOUTHWEST RAJASTHAN AND DISSIPATED OVER WEST RAJASTHAN AND,,,,,,,,,,
, ADJOINING AREAS ON 9 SEPTEMBER 2006.,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
9,LAND,,21/9/2006,0300,23.0,86.5,-, 996, 25,4,D
9,LAND,,21/9/2006,0600,23.0,86.5,-, 996, 25,4,D
9,LAND,,21/9/2006,0900,23.0,86.5,-, 996, 25,4,D
9,LAND,,21/9/2006,1200,23.0,86.5,-, 996, 25,4,D
9,LAND,,21/9/2006,1500,23.0,86.5,-, 996, 25,4,D
9,LAND,,21/9/2006,1800,23.0,86.5,-, 996, 25,4,D
9,LAND,,21/9/2006,2100,23.0,86.5,-, 996, 25,4,D
9,LAND,,22/9/2006,0000,23.5,86.0,-, 996, 25,4,D
9,LAND,,22/9/2006,0300,23.5,86.0,-, 996, 25,4,D
9,LAND,,22/9/2006,0600,23.5,86.0,-, 996, 25,4,D
9,LAND,,22/9/2006,0900,23.5,86.0,-, 996, 25,4,D
9,LAND,,22/9/2006,1200,23.5,86.0,-, 996, 25,4,D
9,LAND,,22/9/2006,1500,23.5,86.0,-, 996, 25,4,D
9,LAND,,22/9/2006,1800,23.5,86.0,-, 996, 25,4,D
9,LAND,,22/9/2006,2100,23.5,86.0,-, 996, 25,4,D
9,LAND,,23/9/2006,0000,23.5,86.0,-, 996, 25,4,D
9,LAND,,23/9/2006,0300,23.5,85.5,-, 996, 25,4,D
9,LAND,,23/9/2006,0600,23.5,85.5,-, 996, 25,4,D
9,LAND,,23/9/2006,0900,23.5,85.5,-, 996, 25,4,D
9,LAND,,23/9/2006,1200,23.5,85.5,-, 996, 25,4,D
9,LAND,,23/9/2006,1500,23.5,85.5,-, 996, 25,4,D
9,LAND,,23/9/2006,1800,23.5,85.5,-, 996, 25,4,D
9,LAND,,23/9/2006,2100,23.5,85.5,-, 996, 25,4,D
9,LAND,,24/9/2006,0000,23.5,85.5,-, 996, 25,4,D
,THE DEPRESSION WEAKENED INTO A LOW PRESSURE AREA OVER JHARKHAND AROUND,,,,,,,,,,
," 0300 UTC OF SEPTEMBER 24,2006.",,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
10,ARB,MUKDA,21/9/2006,0300,19.5,66.0,1.5,1004, 25, 4,D
10,ARB,MUKDA,21/9/2006,0600,19.5,66.0,2.0,1002, 30, 5,DD
10,ARB,MUKDA,21/9/2006,0900,19.5,66.0,2.0,1000, 30, 5,DD
10,ARB,MUKDA,21/9/2006,1200,19.5,66.0,2.0,1000, 30, 5,DD
10,ARB,MUKDA,21/9/2006,1500,19.5,66.0,2.0,1000, 30, 5,DD
10,ARB,MUKDA,21/9/2006,1800,19.5,66.0,2.0,1000, 30, 5,DD
10,ARB,MUKDA,21/9/2006,2100,19.5,66.0,2.0, 998, 30, 5,DD
10,ARB,MUKDA,22/9/2006,0000,20.0,66.0,2.5, 996, 40, 6,CS
10,ARB,MUKDA,22/9/2006,0300,20.0,66.0,3.0, 994, 45, 6,CS
10,ARB,MUKDA,22/9/2006,0600,20.0,66.0,3.0, 994, 45, 6,CS
10,ARB,MUKDA,22/9/2006,0900,20.0,66.0,3.0, 994, 45, 8,CS
10,ARB,MUKDA,22/9/2006,1200,20.5,66.5,3.0, 994, 45,10,SCS
